,,
,,
312,269.06,
313,262.43,
314,264.16,
315,269.8,
316,269.1,
317,273.94,
318,277.43,
319,279.89,
320,295.0,
321,284.94,
322,294.73,
323,298.94,
324,310.36,
325,329.19,
326,310.92,
327,311.5,
328,340.68,
329,409.0,
330,437.05,
331,400.0,
332,388.37,
333,387.37,
334,381.5,
335,378.8,
336,353.57,
337,309.89,
338,331.6,
339,332.19,
340,331.89,
341,322.32,
342,329.31,
343,335.94,
344,334.45,
345,329.0,
346,320.62,
347,325.56,
348,322.32,
349,324.49,
350,321.1,
351,325.0,
352,348.0,
353,359.54,
354,353.87,
355,363.98,
356,372.52,
357,359.31,
358,360.98,
359,362.49,
360,360.87,
361,377.72,
362,390.04,
363,395.57,
364,394.99,
365,414.0,
366,415.63,
367,444.29,
368,426.06,
369,438.79,
370,445.6,
371,459.48,
372,454.43,
373,453.38,
374,458.94,
375,461.16,
376,434.98,
377,438.69,
378,435.98,
379,441.39,
380,453.94,
381,454.98,
382,417.99,
383,418.45,
384,423.98,
385,431.12,
386,428.0,
387,429.33,
388,432.32,
389,433.93,
390,428.12,
391,433.0,
392,431.89,
393,430.75,
394,453.7,
395,447.04,
396,450.14,
397,446.24,
398,447.11,
399,446.66,
400,429.56,
401,431.89,
402,391.62,
403,370.39,
404,385.44,
405,385.27,
406,378.66,
407,408.32,
408,408.0,
409,385.69,
410,388.5,
411,404.75,
412,387.08,
413,394.12,
414,394.44,
415,382.43,
416,377.25,
417,378.24,
418,376.86,
419,372.0,
420,373.48,
421,368.37,
422,385.06,
423,386.49,
424,373.04,
425,373.74,
426,375.8,
427,372.61,
428,378.98,
429,376.75,
430,381.45,
431,388.6,
432,402.37,
433,402.63,
434,406.68,
435,418.04,
436,418.97,
437,418.01,
438,439.48,
439,434.67,
440,438.5,
441,417.0,
442,423.1,
443,421.39,
444,424.33,
445,432.0,
446,433.47,
447,436.18,
448,431.87,
449,429.99,
450,421.43,
451,416.48,
452,401.0,
453,408.86,
454,411.93,
455,412.38,
456,413.1,
457,416.0,
458,421.22,
459,410.0,
460,412.43,
461,413.88,
462,414.77,
463,415.99,
464,418.63,
465,408.87,
466,405.58,
467,410.76,
468,410.49,
469,415.35,
470,417.8,
471,416.47,
472,416.43,
473,415.7,
474,426.8,
475,422.95,
476,414.0,
477,412.35,
478,416.93,
479,416.25,
480,418.06,
481,418.06,
482,418.99,
483,421.76,
484,421.08,
485,420.32,
486,422.19,
487,417.73,
488,421.62,
489,420.68,
490,425.88,
491,424.61,
492,423.75,
493,429.08,
494,429.43,
495,425.7,
496,427.27,
497,435.91,
498,442.33,
499,451.0,
500,447.25,
501,451.29,
502,459.39,
503,463.86,
504,467.98,
505,447.31,
506,450.0,
507,456.16,
508,447.17,
509,451.89,
510,443.89,
511,450.95,
512,447.37,
513,448.5,
514,460.91,
515,459.04,
516,457.81,
517,461.62,
518,450.0,
519,452.5,
520,454.69,
521,456.81,
522,455.64,
523,457.07,
524,454.87,
525,452.88,
526,452.89,
527,441.87,
528,441.25,
529,443.88,
530,438.0,
531,442.17,
532,445.33,
533,447.93,
534,452.49,
535,470.29,
536,522.42,
537,512.15,
538,525.14,
539,531.14,
540,539.47,
541,539.99,
542,568.0,
543,573.74,
544,574.01,
545,584.5,
546,577.53,
547,578.67,
548,575.29,
549,577.54,
550,594.43,
551,664.84,
552,702.06,
553,685.24,
554,692.28,
555,762.43,
556,743.91,
557,754.36,
558,760.81,
559,729.19,
560,665.95,
561,587.45,
562,624.54,
563,660.6,
564,664.9,
565,627.39,
566,646.7,
567,646.37,
568,637.95,
569,671.4,
570,675.18,
571,701.71,
572,658.41,
573,676.32,
574,666.48,
575,673.78,
576,636.35,
577,659.55,
578,651.86,
579,648.09,
580,647.98,
581,672.76,
582,657.45,
583,658.83,
584,664.57,
585,662.15,
586,675.45,
587,673.2,
588,672.84,
589,665.64,
590,664.88,
591,651.58,
592,655.84,
593,661.41,
594,654.69,
595,655.06,
596,654.98,
597,655.32,
598,656.88,
599,654.73,
600,628.01,
601,606.32,
602,515.06,
603,565.05,
604,577.31,
605,576.55,
606,588.23,
607,594.27,
608,592.69,
609,588.77,
610,592.18,
611,589.24,
612,587.75,
613,586.43,
614,570.97,
615,570.14,
616,581.11,
617,575.51,
618,576.03,
619,576.65,
620,583.2,
621,582.82,
622,588.97,
623,586.18,
624,582.84,
625,579.86,
626,581.07,
627,571.54,
628,576.53,
629,575.22,
630,578.61,
631,574.82,
632,572.81,
633,576.21,
634,600.88,
635,610.59,
636,608.1,
637,611.09,
638,614.46,
639,627.77,
640,625.07,
641,625.76,
642,608.15,
643,609.67,
644,610.92,
645,612.08,
646,610.38,
647,609.11,
648,608.0,
649,611.58,
650,610.19,
651,609.74,
652,598.88,
653,597.42,
654,604.22,
655,603.88,
656,601.74,
657,608.14,
658,605.96,
659,605.67,
660,606.36,
661,609.39,
662,614.82,
663,610.51,
664,611.85,
665,609.62,
666,612.35,
667,612.08,
668,617.21,
669,618.04,
670,615.65,
671,617.54,
672,639.3,
673,635.01,
674,635.96,
675,639.56,
676,637.94,
677,641.42,
678,638.18,
679,636.29,
680,629.25,
681,630.22,
682,631.92,
683,655.48,
684,653.0,
685,651.39,
686,655.31,
687,672.22,
688,682.22,
689,687.68,
690,714.89,
691,698.0,
692,702.0,
693,728.2,
694,733.33,
695,686.17,
696,703.69,
697,704.79,
698,712.0,
699,703.81,
700,708.97,
701,720.93,
702,713.69,
703,715.45,
704,703.71,
705,701.9,
706,706.46,
707,710.91,
708,736.91,
709,736.96,
710,747.52,
711,750.03,
712,729.06,
713,738.53,
714,748.74,
715,741.63,
716,737.45,
717,739.78,
718,733.67,
719,727.96,
720,733.05,
721,732.71,
722,742.69,
723,752.24,
724,772.43,
725,764.33,
726,764.81,
727,754.63,
728,756.62,
729,766.11,
730,769.72,
731,770.02,
732,773.4,
733,768.3,
734,777.0,
735,778.49,
736,774.89,
737,776.75,
738,781.56,
739,788.7,
740,788.4,
741,789.52,
742,793.09,
743,824.21,
744,860.59,
745,901.31,
746,891.61,
747,886.9,
748,897.33,
749,930.37,
750,967.48,
751,963.38,
752,952.15,
753,959.87,
754,997.72,
755,1015.97,
756,1023.14,
757,1126.76,
758,994.67,
759,883.09,
760,896.83,
761,908.14,
762,894.18,
763,906.05,
764,785.22,
765,803.37,
766,826.29,
767,817.91,
768,822.2,
769,830.5,
770,903.84,
771,874.99,
772,895.79,
773,893.62,
774,920.44,
775,918.6,
776,922.07,
777,890.32,
778,893.04,
779,915.95,
780,919.27,
781,920.31,
782,915.93,
783,921.17,
784,964.7,
785,979.7,
786,1007.61,
787,1013.02,
788,1030.99,
789,1014.83,
790,1024.01,
791,1050.11,
792,1052.37,
793,976.1,
794,999.1,
795,1008.84,
796,1000.6,
797,999.87,
798,1011.78,
799,1012.32,
800,1035.2,
801,1055.53,
802,1056.63,
803,1052.77,
804,1084.75,
805,1123.78,
806,1123.22,
807,1172.01,
808,1174.86,
809,1150.6,
810,1175.04,
811,1190.75,
812,1187.56,
813,1222.49,
814,1259.41,
815,1285.14,
816,1267.02,
817,1270.93,
818,1275.19,
819,1238.44,
820,1157.39,
821,1192.46,
822,1098.61,
823,1179.15,
824,1227.49,
825,1239.81,
826,1245.37,
827,1257.39,
828,1180.94,
829,1091.17,
830,952.23,
831,1029.8,
832,1049.08,
833,1118.63,
834,1028.72,
835,1038.78,
836,941.91,
837,959.34,
838,956.78,
839,1037.22,
840,1046.12,
841,1040.57,
842,1037.9,
843,1079.54,
844,1086.92,
845,1099.16,
846,1141.81,
847,1141.6,
848,1133.07,
849,1196.3,
850,1190.45,
851,1181.14,
852,1208.8,
853,1207.74,
854,1226.61,
855,1218.92,
856,1180.02,
857,1185.26,
858,1184.88,
859,1186.92,
860,1205.63,
861,1216.18,
862,1217.93,
863,1241.68,
864,1258.36,
865,1261.31,
866,1257.98,
867,1262.9,
868,1279.41,
869,1309.1,
870,1345.35,
871,1331.29,
872,1334.97,
873,1353.0,
874,1417.17,
875,1452.07,
876,1507.57,
877,1508.29,
878,1533.33,
879,1560.41,
880,1535.86,
881,1640.61,
882,1721.28,
883,1762.88,
884,1820.99,
885,1720.47,
886,1771.92,
887,1776.31,
888,1723.12,
889,1739.03,
890,1807.48,
891,1899.08,
892,1961.52,
893,2052.9,
894,2046.53,
895,2090.66,
896,2287.71,
897,2379.19,
898,2387.2,
899,2211.97,
900,2014.05,
901,2192.98,
902,2275.93,
903,2239.2,
904,2285.93,
905,2399.24,
906,2446.14,
907,2525.76,
908,2516.17,
909,2698.31,
910,2883.31,
911,2664.92,
912,2792.99,
913,2827.49,
914,2845.37,
915,2961.82,
916,2657.67,
917,2748.18,
918,2447.04,
919,2442.48,
920,2464.95,
921,2665.92,
922,2507.38,
923,2617.21,
924,2754.97,
925,2671.04,
926,2727.28,
927,2710.41,
928,2589.16,
929,2512.36,
930,2436.45,
931,2517.9,
932,2585.34,
933,2544.41,
934,2477.64,
935,2434.07,
936,2501.19,
937,2561.22,
938,2599.72,
939,2619.18,
940,2609.96,
941,2491.2,
942,2562.13,
943,2536.23,
944,2366.17,
945,2369.86,
946,2385.74,
947,2354.78,
948,2190.94,
949,2058.99,
950,1931.21,
951,2176.62,
952,2320.12,
953,2264.76,
954,2898.18,
955,2682.19,
956,2807.6,
957,2725.54,
958,2751.82,
959,2560.99,
960,2495.02,
961,2647.62,
962,2781.63,
963,2722.51,
964,2745.95,
965,2866.43,
966,2710.41,
967,2693.63,
968,2794.11,
969,2873.85,
970,3218.11,
971,3252.56,
972,3407.22,
973,3457.37,
974,3357.32,
975,3424.4,
976,3632.5,
977,3852.8,
978,4125.54,
979,4282.99,
980,4217.02,
981,4360.87,
982,4328.72,
983,4130.44,
984,4222.66,
985,4157.95,
986,4043.72,
987,4082.18,
988,4174.94,
989,4340.31,
990,4363.05,
991,4360.51,
992,4354.3,
993,4391.67,
994,4607.98,
995,4594.98,
996,4748.25,
997,4911.74,
998,4580.38,
999,4648.15,
1000,4344.09,
1001,4488.72,
1002,4641.82,
1003,4654.65,
1004,4310.75,
1005,4375.55,
1006,4329.95,
1007,4248.09,
1008,4219.03,
1009,3961.27,
1010,3319.62,
1011,3774.26,
1012,3763.62,
1013,3746.06,
1014,4093.31,
1015,3943.41,
1016,3977.56,
1017,3658.89,
1018,3637.5,
1019,3776.38,
1020,3703.04,
1021,3942.55,
1022,3910.3,
1023,4202.55,
1024,4201.98,
1025,4193.57,
1026,4335.36,
1027,4360.72,
1028,4386.88,
1029,4293.3,
1030,4225.17,
1031,4338.85,
1032,4345.6,
1033,4376.19,
1034,4602.28,
1035,4777.96,
1036,4782.27,
1037,4819.48,
1038,5325.13,
1039,5563.8,
1040,5739.43,
1041,5647.31,
1042,5711.2,
1043,5603.71,
1044,5546.17,
1045,5727.63,
1046,5979.45,
1047,6020.37,
1048,5983.18,
1049,5876.07,
1050,5505.82,
1051,5669.62,
1052,5893.13,
1053,5772.5,
1054,5776.69,
1055,6155.43,
1056,6105.87,
1057,6388.64,
1058,6665.3,
1059,7068.02,
1060,7197.72,
1061,7437.54,
1062,7377.01,
1063,6989.07,
1064,7092.12,
1065,7415.87,
1066,7158.03,
1067,6719.39,
1068,6362.85,
1069,5716.3,
1070,6550.22,
1071,6635.41,
1072,7301.42,
1073,7815.03,
1074,7786.88,
1075,7817.14,
1076,8007.65,
1077,8255.59,
1078,8059.8,
1079,8268.03,
1080,8148.94,
1081,8250.97,
1082,8707.4,
1083,9284.14,
1084,9718.29,
1085,9952.5,
1086,9879.32,
1087,10147.37,
1088,10883.91,
1089,11071.36,
1090,11332.62,
1091,11584.82,
1092,11878.43,
1093,13540.98,
1094,16501.97,
1095,16007.43,
1096,16027.43,
1097,16038.43,
1098,16043.43,
1099,16067.43,
1100,16087.43,
1101,16112.43,
1102,16133.43,
1103,16158.43,
1104,16167.43,
1105,16182.43,
1106,16201.43,
1107,16219.43,
1108,16230.43,
1109,16239.43,
1110,16252.43,
1111,16266.43,
1112,16288.43,
1113,16300.43,
1114,16326.43,
1115,16350.43,
1116,16370.43,
1117,16381.43,
1118,16392.43,
1119,16396.43,
1120,16405.43,
1121,16422.43,
